Steps	update/episode	update/cum_cost	train/reward	train/cost	train/length	loss/rescaling	loss/lagrangian	loss/actor_safety	loss/actor_rew	loss/actor_total	loss/vf0	loss/vf1	loss/vf_total	loss/kl	loss/step_size	loss/entropy	update/gradient_steps	test/reward	test/cost	test/length	update/duration	update/test_time	update/test_speed	update/train_collector_time	update/train_model_time	update/train_speed	update/remaining_epoch	update/env_step
33110800	1.5	27140.0	8921911.201215768	-3.5972636699911527	332.9072341812438	1220.0	0.004173615863429884	238.6003927343228	-0.24638576094000086	-0.0002576725742660102	-0.0010293949736190355	1.38883939371226e-06	0.019465054851025343	0.019466443452984095	0.0007288531778613105	2.1776124835014343	-7.715099334716797	108560.0	-3.5970114839153067	332.90726691652094	1220.0	61201.4687230587	6485.040976285934	510.5719473643631	36352.24112319946	18364.186623573303	605.1345338777696	193.0	33110800.0
33135200	1.5	27160.0	8928569.346040616	-3.5971607520020585	332.9072412423634	1220.0	0.004170731454256318	238.7660964192454	-0.2828548025718476	0.0007481131333761937	-0.001176591318451825	1.641661214080159e-06	0.019765875302255154	0.019767516758292913	0.0008282341586891562	1.9893138706684113	-7.714933395385742	108640.0	-3.597003549344994	332.90729826124317	1220.0	61236.922639131546	6488.663180589676	510.66296828476686	36373.219118118286	18375.040340423584	605.2283730607296	192.0	33135200.0
33159600	1.5	27180.0	8935227.491707014	-3.597294557340599	332.90728331989635	1220.0	0.0041678509325699725	238.93180566642334	-0.20777515441423589	0.0003588604148370145	-0.0008644802019516229	1.6007255396743858e-06	0.018708440009504557	0.018710040021687746	0.0009119219612330198	3.038525938987732	-7.714482665061951	108720.0	-3.5976837759888745	332.90723495776245	1220.0	61272.96346116066	6492.306715726852	510.75220952939196	36394.68878698349	18385.967958450317	605.3158536249931	191.0	33159600.0
33184000	1.5	27200.0	8941885.63675858	-3.597457018176373	332.9072525783308	1220.0	0.004164974584171705	239.09750354788096	-0.12305063472541633	0.0004931392464044837	-0.0005104488427808418	7.548083738129208e-05	0.018871173728257418	0.018946655094623566	0.0006199537092470564	3.988933891057968	-7.713023900985718	108800.0	-3.599817941434838	332.9071364847016	1220.0	61308.65390110016	6495.973470926285	510.8395246458445	36415.72198200226	18396.958448171616	605.4073571948967	190.0	33184000.0
33208400	1.5	27220.0	8948543.780318694	-3.5994154847697986	332.907178005691	1220.0	0.004162102168848612	239.2632034082518	-0.4758699981208707	0.0002704147367618148	-0.001979493976603741	3.31771771016065e-05	0.01918387273326516	0.019217049703001976	0.0008092626958386973	1.287854015827179	-7.710664391517639	108880.0	-3.6003421215292386	332.90709174408903	1220.0	61345.01197004318	6499.646590948105	510.9262409166755	36437.46059989929	18407.904779195786	605.491453479454	189.0	33208400.0
33232800	1.5	27240.0	8955201.921999527	-3.600451945646264	332.9070840416709	1220.0	0.004159233730358987	239.42890225207162	-0.18752186297637508	-2.7733553499498242e-05	-0.0007800625896645652	1.1337366743191524e-06	0.018736676312983036	0.01873781019821763	0.0009931143431458622	3.8833295702934265	-7.711241006851196	108960.0	-3.600446166125593	332.90708285393873	1220.0	61380.64881300926	6503.325155973434	511.01243137866186	36458.56076288223	18418.762894153595	605.5834684594575	188.0	33232800.0
33257200	1.5	27260.0	8961860.062711034	-3.6009336244182366	332.90703557537785	1220.0	0.004156369204007591	239.59460334654466	-0.17241800399710883	0.0018703131521402572	-0.0007088591882319917	4.2049461796977994e-05	0.01872592931613326	0.01876797853037715	0.000974871582002379	4.149502217769623	-7.708946943283081	109040.0	-3.603965351509707	332.90679611990385	1220.0	61416.97207117081	6507.047363042831	511.09509650853744	36480.17892098427	18429.745787143707	605.6682863212367	187.0	33257200.0
33281600	1.5	27280.0	8968518.198240645	-3.604025147143659	332.906776480587	1220.0	0.004153508804543923	239.7602937800454	-0.1824850331613277	-0.00012145081585257511	-0.0007584575965999818	6.426902132261603e-05	0.018842087127268314	0.018906356301158667	0.0006414147501345724	2.5953201055526733	-7.70539665222168	109120.0	-3.604835133003848	332.90671973905705	1220.0	61452.97036409378	6510.873267173767	511.1695257193486	36501.39305305481	18440.704043865204	605.75772965655	186.0	33281600.0
33306000	1.5	27300.0	8975176.332393171	-3.6047151541627023	332.90670762627497	1220.0	0.004150652176128236	239.92599369114296	-0.2907204957062106	0.00015436563530712988	-0.0012060389786828218	8.974936659456034e-05	0.018796474672853947	0.018886223901063204	0.000857314356835559	2.077095150947571	-7.70685338973999	109200.0	-3.604821237333275	332.90669874665025	1220.0	61489.05415225029	6514.5551199913025	511.2551722494976	36522.84385919571	18451.65517306328	605.8445385824447	185.0	33306000.0
33330400	1.5	27320.0	8981834.466750076	-3.6045702536500075	332.90671784525404	1220.0	0.004147799388688183	240.09169858291244	-0.2552368043900515	0.00027123771737080915	-0.0010575459476753757	3.057981984966318e-06	0.019207336474210024	0.019210394471883774	0.0009026206680573523	2.600475490093231	-7.707496881484985	109280.0	-3.6046200044231185	332.9066943567597	1220.0	61524.62335729599	6518.311545372009	511.334872044656	36543.6955473423	18462.61626458168	605.9377351814162	184.0	33330400.0
33354800	1.5	27340.0	8988492.600203475	-3.604862638497013	332.90667266997286	1220.0	0.004144950603144177	240.25739863858547	-0.11287727436203454	-0.001276891143443315	-0.00047316339718928013	2.854119998119131e-06	0.01891648070886731	0.018919335212558508	0.0008985340100480244	5.598221302032471	-7.708209991455078	109360.0	-3.604272582141218	332.90661815499533	1220.0	61560.70754623413	6521.95755147934	511.4231384783287	36565.18073344231	18473.569261312485	606.023937738025	183.0	33354800.0
33379200	1.5	27360.0	8995150.732698997	-3.604134053698835	332.9066247761265	1220.0	0.004142105713322089	240.42309955628122	-0.178729908302671	-0.0011100768664018545	-0.0007449162126468289	9.970251016966358e-05	0.018731126096099615	0.018830828834325075	0.0009507939248578623	3.9109721183776855	-7.708986520767212	109440.0	-3.606257221626895	332.90630106055426	1220.0	61596.52612400055	6525.771965503693	511.4981059167859	36586.23805856705	18484.51609992981	606.1148155685812	182.0	33379200.0
33403600	1.5	27380.0	9001808.859022053	-3.606178195849714	332.9063161527424	1220.0	0.004139264952010411	240.58878728318837	-0.16053280239100332	0.00030351342958212513	-0.0006632314897852543	9.92909428703115e-05	0.019061969127506018	0.01916125975549221	0.0009102547483053058	4.6842082142829895	-7.711398005485535	109520.0	-3.6061574901815825	332.90631042282126	1220.0	61632.367841005325	6529.44114947319	511.5843643478596	36607.54146051407	18495.385231018066	606.2037355473761	181.0	33403600.0
33428000	1.5	27400.0	9008466.985053997	-3.606167921598412	332.9063015972708	1220.0	0.004136427833109644	240.75448970621343	-0.11996142401497423	-0.00042986836399805384	-0.0004979898672234917	1.2274329321826372e-06	0.01906026480719447	0.019061492290347815	0.0008444062041235156	4.543377995491028	-7.714864611625671	109600.0	-3.6109501028931708	332.9058976271764	1220.0	61668.2850291729	6533.1789174079895	511.66515447677983	36628.59100151062	18506.515110254288	606.2924760176896	180.0	33428000.0
33452400	1.5	27420.0	9015125.102815934	-3.6108884431438226	332.9058880967769	1220.0	0.004133594945122475	240.9201719752371	-0.16493959972115135	-0.00038837792481150046	-0.0006833989181532774	2.5077285101815505e-06	0.01893024705350399	0.018932754639536142	0.0009014581592055038	4.130054235458374	-7.715352773666382	109680.0	-3.6132186168905673	332.9057050014884	1220.0	61704.07129406929	6536.816841602325	511.753668652586	36649.82369041443	18517.430762052536	606.3814545786967	179.0	33452400.0
33476800	1.5	27440.0	9021783.21573801	-3.6134836925741602	332.9056461037739	1220.0	0.004130765790503233	241.08586269863886	-0.2977615671275089	1.3015910598213054e-06	-0.0012299779567377378	2.3082143059127702e-06	0.02012735791504383	0.020129665732383728	0.000908114350750111	2.16607004404068	-7.7158437967300415	109760.0	-3.612641692248639	332.90579154190306	1220.0	61739.99773621559	6540.646827459335	511.8270544658625	36670.79045152664	18528.560457229614	606.4708995462044	178.0	33476800.0
33501200	1.5	27460.0	9028441.331991449	-3.6124258765137762	332.9058126719715	1220.0	0.004127939872607941	241.2515905902045	-0.13120367549970524	-0.0004506399523902527	-0.0005434610972558929	0.00012745048525175662	0.018760436680167913	0.018887887243181467	0.0008229393570218235	4.552313566207886	-7.715021252632141	109840.0	-3.6148185517864	332.90558015127294	1220.0	61775.70311713219	6544.297607183456	511.91437203630306	36691.94283246994	18539.46267747879	606.5607002154868	177.0	33501200.0
33525600	1.5	27480.0	9035099.443483317	-3.6149412955201243	332.9055745934586	1220.0	0.004125118731769802	241.41726481675582	-0.2887899459654193	-0.0006158765732067195	-0.0011938333688533698	2.411057025142327e-05	0.0191905596293509	0.019214670173823833	0.000821887340862304	2.217951476573944	-7.714070677757263	109920.0	-3.6138210745728583	332.9056763160577	1220.0	61811.67998099327	6548.039968252182	511.99443134964145	36712.876514434814	18550.763498306274	606.6484218605694	176.0	33525600.0
33550000	1.5	27500.0	9041757.557006346	-3.6136166083252994	332.9056761514587	1220.0	0.004122300699301346	241.58298288853155	-0.49851115453927264	-0.0004101885124834226	-0.002056703740822896	1.0697801258174877e-06	0.019368006847798824	0.019369076937437057	0.0009918559808284044	1.4283043146133423	-7.7125245332717896	110000.0	-3.6132643627401757	332.9056858342951	1220.0	61847.38264298439	6551.699950218201	512.0808378729652	36734.0177924633	18561.664900302887	606.738146021462	175.0	33550000.0
33574400	1.5	27520.0	9048415.670862818	-3.6131289430217515	332.9056928236135	1220.0	0.004119486902707576	241.7486780799666	-0.3068013879925502	0.00015953113524247442	-0.0012632071257091537	4.387702972508123e-06	0.019612392410635948	0.01961678033694625	0.0009924012701958418	2.4364697337150574	-7.7117942571640015	110080.0	-3.6136722606893956	332.90557711869246	1220.0	61883.28851604462	6555.406044483185	512.1635452048789	36755.03206348419	18572.85040807724	606.8260432207443	174.0	33574400.0
33598800	1.5	27540.0	9055073.781813351	-3.614099435066837	332.9055475266378	1220.0	0.004116676967645526	241.91437192166566	-0.07500620405998859	8.48014824530452e-05	-0.000308427206023254	2.3335179832884023e-06	0.018909569829702377	0.018911903724074364	0.0007350983287324198	5.971056938171387	-7.7114949226379395	110160.0	-3.614055429227806	332.90561677695086	1220.0	61918.74448299408	6559.0970454216	512.2473378169138	36775.93702292442	18583.710414648056	606.9186050703886	173.0	33598800.0
33623200	1.5	27560.0	9061731.894430242	-3.6140631354249093	332.90563084455624	1220.0	0.004113870499948288	242.08008723477568	-0.1633987114407489	2.503995115787916e-05	-0.0006720981611544607	1.3467119117649418e-06	0.020499140955507755	0.02050048764795065	0.0008223584009101614	3.569374680519104	-7.711516618728638	110240.0	-3.6139602754192124	332.9056315326517	1220.0	61954.50955104828	6562.745367527008	512.3343679669532	36796.925162792206	18594.839020729065	607.0072057752352	172.0	33623200.0
33647600	1.5	27580.0	9068390.007471932	-3.613764876961367	332.90565208447	1220.0	0.004111068154169195	242.24578491501313	-0.21107312169965553	-0.0004120975417816197	-0.0008694301748555233	8.699162890479784e-05	0.01980491215363145	0.01989190373569727	0.0006423138693207875	2.174987018108368	-7.71217942237854	110320.0	-3.614582793322858	332.9055930391048	1220.0	61990.30495786667	6566.364240646362	512.4235995273982	36817.966782569885	18605.97393465042	607.095048900874	171.0	33647600.0
33672000	1.5	27600.0	9075048.119456792	-3.614604064074812	332.9055992429684	1220.0	0.004108269617712719	242.41148294856814	-0.2692899140349212	-0.0010426943938206534	-0.001110599237808034	7.989116718931655e-05	0.018748873844742775	0.018828765023499727	0.0009020375146064907	2.5992859601974487	-7.712400317192078	110400.0	-3.6145818777955157	332.90560239163045	1220.0	62026.267990112305	6570.049077510834	512.5075871237962	36839.263565301895	18616.955347299576	607.1816770102337	170.0	33672000.0
33696400	1.5	27620.0	9081706.231890613	-3.6143051006552156	332.90562169107886	1220.0	0.00410547475149704	242.57718912663026	-0.11551907854429544	-0.0006457439634957041	-0.00047691175243136374	2.6391632275135635e-06	0.018747041933238506	0.018749681301414967	0.0009562229388393462	5.537454962730408	-7.712696075439453	110480.0	-3.6139869884725977	332.9056186877359	1220.0	62061.86074709892	6573.7516124248505	512.5901005494557	36860.29639554024	18627.812739133835	607.2724503589795	169.0	33696400.0
33720800	1.5	27640.0	9088364.344888961	-3.6137194022095778	332.9056499174244	1220.0	0.004102683708363482	242.74289394072974	-0.33802993416540517	4.2787711716840704e-05	-0.0013866543239735574	2.300809640587431e-06	0.018722916953265667	0.018725218251347542	0.0006407689215848222	1.3700188100337982	-7.712347507476807	110560.0	-3.614058745471296	332.90564505915796	1220.0	62097.80184221268	6577.475528478622	512.6708545550403	36881.59463882446	18638.73167490959	607.3595426916374	168.0	33720800.0
33745200	1.5	27660.0	9095022.457641296	-3.6141200171387773	332.90563761673945	1220.0	0.004099896548869719	242.90859332186935	-0.47680460024075444	-0.0005576772493789406	-0.001957136028514883	9.767492201717687e-07	0.018720397725701332	0.018721374683082104	0.0009909309446811676	1.5714268684387207	-7.712446212768555	110640.0	-3.61451841140554	332.9056186272469	1220.0	62133.50187206268	6581.126446485519	512.7572046274959	36902.757791996	18649.61763358116	607.4483717659928	167.0	33745200.0
33769600	1.5	27680.0	9101680.570661245	-3.614327425789493	332.90565099744384	1220.0	0.004097113082210335	243.0742981544737	-0.09358786196921187	0.00011191389339604285	-0.00038298151305310446	1.2819134127539655e-06	0.019721502903848886	0.019722785335034132	0.000665811516228132	4.915170788764954	-7.713340759277344	110720.0	-3.6130472505168694	332.90583026835793	1220.0	62169.40398097038	6584.788763523102	512.8425711553431	36924.07087993622	18660.544337511063	607.5350142821563	166.0	33769600.0
33794000	1.5	27700.0	9108338.68711185	-3.613094152982689	332.9058225302523	1220.0	0.00409433301575561	243.24002545758967	-0.11214636442849724	0.00032819663833938417	-0.00045782079509804063	1.1271978195281918e-06	0.020059768110513687	0.020060895010828972	0.0009477297426201403	5.985881090164185	-7.71457314491272	110800.0	-3.609501036731061	332.9061194444282	1220.0	62205.06220793724	6588.479491472244	512.9256309250267	36945.18317294121	18671.39954352379	607.6245311993156	165.0	33794000.0
33818400	1.5	27720.0	9114996.809863225	-3.609506763863223	332.90613756866907	1220.0	0.004091556621292864	243.40575862885566	-0.26683984178743003	0.0004091096479781342	-0.0010901164306933442	1.90751129025557e-06	0.018765709828585386	0.018767617642879486	0.0009809163311729208	2.621774196624756	-7.715683698654175	110880.0	-3.6102890718059317	332.906028245995	1220.0	62242.44627714157	6592.150587558746	513.0101254638341	36968.01546573639	18682.280223846436	607.6948842938576	164.0	33818400.0
33842800	1.5	27740.0	9121654.930409018	-3.610164421232201	332.9060272896626	1220.0	0.004088785112710883	243.5714246247085	-0.09903094332481999	0.0003689126687138611	-0.00040340780630709894	4.699615604408791e-05	0.018731452524662018	0.018778448458760977	0.0009074865229194984	7.648362040519714	-7.71531343460083	110960.0	-3.611916960803328	332.90577312563937	1220.0	62278.00346326828	6595.853456735611	513.0920543033004	36989.01880693436	18693.131199598312	607.785439248117	163.0	33842800.0
33867200	1.5	27760.0	9128313.046247967	-3.611812553047794	332.9057919474527	1220.0	0.004086016936666484	243.73711575357174	-0.42023496897004975	-0.00019247887348683435	-0.0017178737786691656	2.133126670855745e-06	0.018750773277133703	0.018752906005829573	0.000642935439827852	1.104689508676529	-7.7148988246917725	111040.0	-3.6125959565715564	332.90571611332894	1220.0	62314.14762496948	6599.533763885498	513.1756456089494	37010.53656697273	18704.077294111252	607.8692402758596	162.0	33867200.0
33891600	1.5	27780.0	9134971.160787228	-3.6124963929729232	332.905726963054	1220.0	0.004083252364812727	243.90281536783334	-0.21782432126460094	-0.000557376356980388	-0.0008917076010667158	7.833056963590934e-05	0.019401843193918467	0.019480173476040363	0.0008935006480896845	2.9887727797031403	-7.713270306587219	111120.0	-3.6131822908000726	332.90566415611966	1220.0	62349.64085125923	6603.229332685471	513.2579574699795	37031.462451934814	18714.949066638947	607.9602090388884	161.0	33891600.0
33916000	1.5	27800.0	9141629.274807498	-3.612735410713809	332.9057010134732	1220.0	0.004080491499130122	244.06851692086104	-0.0684593796058266	-0.0006204075468456138	-0.0002818794737077246	2.657620782997583e-05	0.01882742578163743	0.018854002002626657	0.0009112766420003027	8.16335940361023	-7.711065292358398	111200.0	-3.61391220006114	332.90560254805655	1220.0	62385.4932038784	6606.950998783112	513.3381495677318	37052.849219083786	18725.692986011505	608.0474436799071	160.0	33916000.0
33940400	1.5	27820.0	9148287.38765754	-3.613507455086368	332.9056425021104	1220.0	0.004077734391967354	244.23421681654395	-0.13282984101137174	0.0009893309403885553	-0.0005376105851607194	0.00011910678344406732	0.018835786264389753	0.01895489264279604	0.0009472775855101645	5.162848770618439	-7.709203839302063	111280.0	-3.6126225170370514	332.9057198652399	1220.0	62421.41707897186	6610.950215578079	513.3966962876631	37073.88878321648	18736.578080177307	608.1368228485755	159.0	33940400.0
33964800	1.5	27840.0	9154945.501627795	-3.6127180736776765	332.90569851276683	1220.0	0.004074980819576081	244.39992806739878	-0.12079444139585149	0.0016580509582198033	-0.00048547851375640994	2.3409427853948728e-06	0.018887833692133427	0.018890174571424723	0.0009716786589706317	6.279982089996338	-7.706688284873962	111360.0	-3.61327201247976	332.9055684945813	1220.0	62457.09676218033	6614.61456155777	513.4811663463146	37095.031118392944	18747.451082229614	608.2251121641822	158.0	33964800.0
33989200	1.5	27860.0	9161603.612949057	-3.6131649715658596	332.90556606309696	1220.0	0.004072231306612291	244.5656186268812	-0.09263685927160736	0.0004922265572178119	-0.00037523424490243373	2.4281318928842666e-06	0.020462951622903347	0.02046537958085537	0.0008556047832826152	7.434135437011719	-7.705215573310852	111440.0	-3.615552601265567	332.90535115524705	1220.0	62492.75959920883	6618.3770163059235	513.5579299314566	37115.96900129318	18758.413581609726	608.3145518354311	157.0	33989200.0
34013600	1.5	27880.0	9168261.719619835	-3.6158349383315427	332.9053335389021	1220.0	0.004069485493539039	244.73130966744088	-0.5407534542093515	-0.000211328737004024	-0.0022014484157744096	0.0001032344202940294	0.01873417291790247	0.01883740723133087	0.0009855793905444443	1.2948338985443115	-7.705605626106262	111520.0	-3.6155662324504627	332.9053328686829	1220.0	62528.41022109985	6622.057509422302	513.640963576701	37137.074350357056	18769.278361320496	608.4031304173299	156.0	34013600.0
34038000	1.5	27900.0	9174919.8260031	-3.615383107388098	332.90531916326324	1220.0	0.004066743200576935	244.89701160824058	-0.12245668423102529	-0.0004409788094150713	-0.0004997932693975304	0.00010332893396025612	0.018903945572674274	0.019007274415344	0.0007802230538800359	4.497963607311249	-7.706244945526123	111600.0	-3.6154709769166087	332.9053385843864	1220.0	62564.03924202919	6625.852794408798	513.7150047873512	37157.94895911217	18780.237488508224	608.4930914210569	155.0	34038000.0
34062400	1.5	27920.0	9181577.93247971	-3.615608928877875	332.90532383047156	1220.0	0.004064004577536084	245.06271497023707	-0.1409649160235631	0.0006118071016842919	-0.0005703956542691541	1.7932145794929966e-06	0.0190184167586267	0.01902021048590541	0.0009263910033041611	4.554188847541809	-7.7076627016067505	111680.0	-3.6148634736614005	332.9053260176118	1220.0	62599.67407512665	6629.542546510696	513.7971400142525	37178.99809193611	18791.13343667984	608.5817393976438	154.0	34062400.0
34086800	1.5	27940.0	9188236.038939234	-3.614982450938732	332.9053229762129	1220.0	0.004061269660452479	245.22841712229143	-0.23580228814336124	7.757369296612637e-05	-0.000957341634229697	4.976394109235116e-06	0.018736423458904028	0.018741399981081486	0.0007852024427847937	2.929814100265503	-7.70780336856842	111760.0	-3.6162522804106088	332.9051831252613	1220.0	62635.68237519264	6633.279879570007	513.8754977757644	37200.05967903137	18802.342816591263	608.6667443001995	153.0	34086800.0
34111200	1.5	27960.0	9194894.141509976	-3.6166785926081695	332.9051285371175	1220.0	0.004058538575226702	245.3941099646052	-0.18164921499422348	-4.1062311586514966e-06	-0.0007372469912357849	4.321433351606174e-06	0.019007920753210783	0.019012242555618286	0.0008379504724871367	3.2962168753147125	-7.70832097530365	111840.0	-3.6153346650676497	332.90528989873224	1220.0	62671.220610141754	6636.97919178009	513.956711545017	37221.008830070496	18813.23258829117	608.7563449876957	152.0	34111200.0
34135600	1.5	27980.0	9201552.247419687	-3.6152732291871437	332.9052954855819	1220.0	0.004055810587451819	245.55983765461767	-0.2284395913950732	0.0004151379387229426	-0.0009248239991395263	1.4922656362159613e-05	0.018861837685108185	0.01887676026672125	0.0007215197838377208	2.2616087794303894	-7.706880688667297	111920.0	-3.615955504504499	332.9052340382042	1220.0	62707.06795692444	6640.675479650497	514.0380689374776	37241.93850302696	18824.45397424698	608.8424543069467	151.0	34135600.0
34160000	1.5	28000.0	9208210.351733098	-3.6158454251656353	332.9052156705416	1220.0	0.004053087016353418	245.72551957685448	-0.33934990156625133	-0.0002596993203649589	-0.0013764672181473953	1.707864100808365e-06	0.01913216756656766	0.019133875612169504	0.0007064120582072064	1.7450142800807953	-7.705325722694397	112000.0	-3.6168091685670762	332.9051240697859	1220.0	62742.53840112686	6644.325971603394	514.1228793709618	37262.89521408081	18835.317215442657	608.9320589834376	150.0	34160000.0
34184400	1.5	28020.0	9214868.454553844	-3.6167123390599807	332.9051410373323	1220.0	0.004050366823157766	245.89121841571264	-0.18289037316304757	-7.377802505992292e-05	-0.0007410719583367809	7.757985304124304e-05	0.019329949282109737	0.01940752938389778	0.0007381369068752974	3.097688674926758	-7.704233527183533	112080.0	-3.6166367280559313	332.90516482247943	1220.0	62778.2945690155	6648.025148630142	514.2038309985013	37283.76928806305	18846.50013232231	609.0189901633526	149.0	34184400.0
34208800	1.5	28040.0	9221526.558851864	-3.6163308378975385	332.9052149010078	1220.0	0.004047650035515894	246.05693210271448	-0.2735857774195125	0.0007257278502601494	-0.0011044419958335383	2.006033582802047e-05	0.019841361325234175	0.019861421547830105	0.0009172566351480782	2.2884196639060974	-7.70349907875061	112160.0	-3.614969298449812	332.9053162729524	1220.0	62813.79847288132	6651.750018358231	514.2827061387875	37304.75371003151	18857.294744491577	609.1088366853355	148.0	34208800.0
34233200	1.5	28060.0	9228184.664890105	-3.615209423788915	332.9053019120107	1220.0	0.0040449369778809904	246.22264041895338	-0.10159945344705079	0.00034288320510045267	-0.0004095764561934112	2.2390925096260617e-06	0.019022289663553238	0.019024528563022614	0.0006536360597237945	4.5414955615997314	-7.703586220741272	112240.0	-3.612038095243432	332.9055476311289	1220.0	62849.60122013092	6655.477130413055	514.3613196951276	37325.747128009796	18868.37696170807	609.1953661444085	147.0	34233200.0
34257600	1.5	28080.0	9234842.77571791	-3.612156922139598	332.905541390251	1220.0	0.004042227200662416	246.3883704102842	-0.10901982432750401	0.0004576962284952302	-0.0004388327968454647	0.00018132289409322766	0.018741751089692116	0.018923074007034302	0.000904017870198004	5.941495180130005	-7.702565789222717	112320.0	-3.613310128934838	332.90546699678407	1220.0	62885.278606176376	6659.128479242325	514.4456982139175	37346.67843604088	18879.471690893173	609.2823343348482	146.0	34257600.0
34282000	1.5	28100.0	9241500.884850962	-3.613531239957806	332.9054566525976	1220.0	0.004039521956452808	246.55404495390383	-0.2049080685184208	0.000443351306665285	-0.0008259397081497588	8.767306852064394e-06	0.019322010222822428	0.01933077722787857	0.0008212952088797465	2.7453521490097046	-7.700128793716431	112400.0	-3.613559213407494	332.90545383150817	1220.0	62921.714853048325	6662.816153287888	514.5271790680121	37368.39517593384	18890.5035238266	609.3613773521305	145.0	34282000.0
34306400	1.5	28120.0	9248158.99499376	-3.6130548086277705	332.9055071398849	1220.0	0.004036819747651544	246.71975528056686	-0.2539501043323611	0.0002135663759199602	-0.00102428863046794	0.00011114476441775877	0.018985357135534286	0.019096502102911472	0.000644878571620211	1.8284388482570648	-7.6991496086120605	112480.0	-3.613147256620384	332.9055093959006	1220.0	62957.21592593193	6666.468645334244	514.6112856018682	37389.284917116165	18901.46236348152	609.4500723003324	144.0	34306400.0
34330800	1.5	28140.0	9254817.10514851	-3.613366242245931	332.9055077375011	1220.0	0.004034121355624817	246.8854530753493	-0.29204001714704475	-5.298722079949414e-05	-0.0011783387019972114	1.6535442597387373e-06	0.01876374753192067	0.018765400629490614	0.0007304340688278899	1.9374505281448364	-7.698262810707092	112560.0	-3.6131145621216865	332.9055599041758	1220.0	62993.046545267105	6670.175946474075	514.691070752753	37410.4358689785	18912.43472981453	609.5356936714034	143.0	34330800.0
34355200	1.5	28160.0	9261475.216008002	-3.613113103852105	332.9055429746538	1220.0	0.0040314264028263325	247.0511610726479	-0.36175972544512547	-0.00033112962700609927	-0.0014597426152203052	1.040528744056246e-06	0.019050640519708395	0.019051681272685528	0.0009843470907071605	1.9851392209529877	-7.6974310874938965	112640.0	-3.6135284720337957	332.90550141891697	1220.0	63028.612396001816	6673.866075515747	514.7720917870693	37431.49554800987	18923.250772476196	609.6238958227943	142.0	34355200.0
34379600	1.5	28180.0	9268133.326277332	-3.61330695859115	332.9055134665499	1220.0	0.0040287352144917545	247.21685883026072	-0.14856463154930566	-0.0001918498447406325	-0.0005993004525993717	2.9404181987047195e-05	0.01871450711041689	0.01874391082674265	0.000991482607787475	4.792154133319855	-7.695791482925415	112720.0	-3.614245655464785	332.90540735548825	1220.0	63064.28323507309	6677.534717082977	514.8546800070915	37452.660442352295	18934.088075637817	609.7106306640688	141.0	34379600.0
34404000	1.5	28200.0	9274791.43425385	-3.6142187837756152	332.90539882587746	1220.0	0.0040260476295876065	247.38255579764004	-0.2499172340553315	7.576141086929056e-06	-0.001006148135947578	6.599035901899697e-05	0.01965629681944847	0.019722287077456713	0.0009058342548087239	2.5425992012023926	-7.694650888442993	112800.0	-3.6142266430136134	332.90544363868537	1220.0	63099.761800289154	6681.24458694458	514.9339999799857	37473.60971450806	18944.907498836517	609.7997909073456	140.0	34404000.0
34428400	1.5	28220.0	9281449.543475159	-3.6142656415582683	332.9054610654997	1220.0	0.00402336338367367	247.5482678641161	-0.3789274839788135	-0.0007408994985995676	-0.0015275439056435247	0.00016733895449760894	0.018732726108282804	0.01890006521716714	0.0008148171327775344	1.5315734446048737	-7.6940016746521	112880.0	-3.612523609566348	332.9056254620796	1220.0	63135.64132809639	6684.859730005264	515.0205298320133	37495.0042924881	18955.777305603027	609.8834954158401	139.0	34428400.0
34452800	1.5	28240.0	9288107.65565935	-3.612767463326114	332.905609209532	1220.0	0.004020682605765338	247.7139866663635	-0.17681650154781892	-0.0010236829371166323	-0.0007150389394807721	0.0002089097174575727	0.019208446610718966	0.019417356234043837	0.0009044504986377433	3.334479033946991	-7.694009900093079	112960.0	-3.6127828665650465	332.90575231464885	1220.0	63171.0157020092	6688.516128778458	515.1037888921442	37515.83492875099	18966.66464447975	609.9730050956973	138.0	34452800.0
34477200	1.5	28260.0	9294765.771371605	-3.6126687313314845	332.9057856127862	1220.0	0.004018005466726614	247.87970120525478	-0.3936739020904554	-0.0002868481542890322	-0.0015829364846539629	5.768309733866772e-06	0.0192199251614511	0.01922569377347827	0.0009117471781792119	1.7350144386291504	-7.69303834438324	113040.0	-3.612724883166609	332.90579734602807	1220.0	63206.86016988754	6692.180390834808	515.1863516294004	37537.150002002716	18977.52977705002	610.0574246335734	137.0	34477200.0
34501600	1.5	28280.0	9301423.887464024	-3.61274605778819	332.9058046209492	1220.0	0.004015332316476898	248.0453893184643	-0.11224905788287742	-0.00014006044320424849	-0.0004512796398230545	2.0776044067361e-06	0.020439378917217255	0.020441456697881222	0.000858083862112835	4.623322248458862	-7.69264829158783	113120.0	-3.609795083768822	332.9059954860199	1220.0	63242.4100921154	6695.9201118946075	515.2630172321125	37558.15981507301	18988.33016514778	610.1457404706853	136.0	34501600.0
34526000	1.5	28300.0	9308082.007235087	-3.6096794155355867	332.9059885532111	1220.0	0.0040126620674801605	248.21111800176388	-0.27137298295733103	0.00042273902436873456	-0.0010872317585428615	2.6995304551746813e-06	0.018692227080464363	0.0186949260532856	0.000901921492186375	2.2545759677886963	-7.692070007324219	113200.0	-3.6115968212362697	332.90574957169594	1220.0	63278.181294202805	6699.51952791214	515.3503897727991	37579.50956392288	18999.152202367783	610.2300570949603	135.0	34526000.0
