Steps	update/episode	update/cum_cost	train/reward	train/cost	train/length	loss/rescaling	loss/lagrangian	loss/actor_safety	loss/actor_rew	loss/actor_total	loss/vf0	loss/vf1	loss/vf_total	loss/kl	loss/step_size	loss/entropy	update/gradient_steps	test/reward	test/cost	test/length	update/duration	update/test_time	update/test_speed	update/train_collector_time	update/train_model_time	update/train_speed	update/remaining_epoch	update/env_step
7295600	1.5	5980.0	1877149.5005234818	-2.283076128161648	332.9831419237322	1220.0	0.015557266430843923	63.27864460927368	-0.12414748625188565	-0.0030913123890726757	-0.0019794878602594768	0.0040978239849209785	0.05327550694346428	0.05737332999706268	0.0007680513153900392	1.0750209242105484	-6.215402841567993	23920.0	-2.316769696185141	332.9818024497304	1220.0	15655.986317157745	1702.5639097690582	428.50667502928576	9393.742997169495	4559.6794102191925	522.853805109261	1251.0	7295600.0
7320000	1.5	6000.0	1883809.1367021622	-2.3164465408659773	332.98180893401894	1220.0	0.015517271617167552	63.444318864255024	-0.057770257263641156	-0.00011411596247257183	-0.0008982075733976469	0.004203009768389165	0.050143707543611526	0.0543467178940773	0.000875645549967885	2.7577940225601196	-6.215091586112976	24000.0	-2.3010441962759716	332.98240884325037	1220.0	15741.30238199234	1711.8959968090057	427.59606971711867	9441.442343473434	4587.9640417099	521.7612063565826	1250.0	7320000.0
7344400	1.5	6020.0	1890468.7860380646	-2.2987555778248168	332.98246679512346	1220.0	0.015477442230938982	63.61015877681827	-0.19714517891407013	-0.002359854710587972	-0.0030878276411469368	0.0042079215636476874	0.05250841099768877	0.05671633221209049	0.000949879948166199	0.9081005603075027	-6.221384406089783	24080.0	-2.266589261015929	332.98372709107497	1220.0	15820.178290843964	1718.487271785736	427.3758741528644	9490.551772356033	4611.139246702194	520.8169708210279	1249.0	7344400.0
7368800	1.5	6040.0	1897128.4578105945	-2.270090355792526	332.9835886264953	1220.0	0.015437815746024777	63.77600305972683	-0.09559277270172117	5.2295160938853336e-06	-0.0014756628517359482	0.004166870843619108	0.054181093350052834	0.058347963728010654	0.0009431857761228457	1.9366234838962555	-6.209288954734802	24160.0	-2.2759496625363846	332.9833748221109	1220.0	15871.412057161331	1724.3729767799377	427.3321432907375	9517.038819551468	4630.0002608299255	520.8722445828815	1248.0	7368800.0
7393200	1.5	6060.0	1903788.1233179187	-2.2773657112498054	332.9832753662135	1220.0	0.015398446304322624	63.94161685125867	-0.3796616639367869	-0.007694959186406836	-0.005964690227337699	0.0041273258393630385	0.05134423542767763	0.055471560917794704	0.0009946934878826141	0.5080382451415062	-6.203704833984375	24240.0	-2.226556902715137	332.98526034884964	1220.0	15943.65095114708	1730.581360578537	427.20903902076225	9557.116341352463	4655.95324921608	520.1691269355322	1247.0	7393200.0
7417600	1.5	6080.0	1910447.8290247873	-2.225777530231489	332.98528534342717	1220.0	0.015359175629819066	64.10766099051243	-0.09829605253749207	-0.0002448104345454394	-0.0015135063723141495	0.004035448539070785	0.05693465657532215	0.06097010429948568	0.0008180503500625491	1.7339799106121063	-6.219421982765198	24320.0	-2.2156956469167084	332.98566538400684	1220.0	16011.8200340271	1735.2353785037994	427.46938495432244	9605.186017513275	4671.398638010025	519.5640399281555	1246.0	7417600.0
7442000	1.5	6100.0	1917107.542307364	-2.2159336505448817	332.98566412883395	1220.0	0.015320209308902665	64.2732596426665	-0.18787699650667733	-0.00254092326166383	-0.0029172422284869937	0.003992606303654611	0.05745233129709959	0.06144493818283081	0.0009009274072013795	0.8504773527383804	-6.230349183082581	24400.0	-2.257814046706951	332.9840579938922	1220.0	16065.90143108368	1740.4918768405914	427.58027768041114	9636.98286652565	4688.426687717438	519.4964913094391	1245.0	7442000.0
7466400	1.5	6120.0	1923767.2229601545	-2.25855568265143	332.98403263951775	1220.0	0.01528143461944129	64.43888220597978	-0.06002541708469877	9.315833897849402e-06	-0.0009171320979057818	0.003953829524107277	0.05015568248927593	0.05410951189696789	0.000882993612322025	2.829702466726303	-6.237493872642517	24480.0	-2.282208237386125	332.9831188844732	1220.0	16115.999558210373	1744.900872707367	427.8982328901713	9665.370121479034	4705.728564023972	519.5427408435938	1244.0	7466400.0
7490800	1.5	6140.0	1930426.886540403	-2.281510844323812	332.9831790124191	1220.0	0.015242837969810661	64.60458111413104	-0.24625724330788756	-0.004729385012837151	-0.0038257486206112468	0.004034703481011093	0.047774660401046276	0.051809363067150116	0.0008974111697170883	0.7696539163589478	-6.265903949737549	24560.0	-2.3218977970668626	332.9815914928309	1220.0	16162.31913113594	1750.3573198318481	427.9583325717528	9693.590484380722	4718.37132692337	519.7626872786018	1243.0	7490800.0
7515200	1.5	6160.0	1937086.5168420265	-2.323919727599581	332.98151508117974	1220.0	0.015204445356200962	64.77023867510967	-0.12210592548133548	-0.0010511878626392468	-0.0018725356410417282	0.004151640576310456	0.04290807154029608	0.047059712931513786	0.0008065755537245423	1.3888720124959946	-6.27328884601593	24640.0	-2.355086359944853	332.9802978106397	1220.0	16202.384400129318	1754.4168136119843	428.35886784097477	9717.678307533264	4730.28927898407	520.1562057083443	1242.0	7515200.0
7539600	1.5	6180.0	1943746.121345071	-2.357245897004725	332.98022515222505	1220.0	0.015166241505092557	64.93591429123805	-0.06874552787022026	-0.0004351241827501573	-0.0010492104647434886	0.004266065312549472	0.039563924074172974	0.043829988688230515	0.0007926500693429261	2.1808581948280334	-6.253454923629761	24720.0	-2.3709521036144228	332.97968105444	1220.0	16278.917837142944	1760.5507185459137	428.252359933553	9762.280037641525	4756.087080955505	519.3145991150955	1241.0	7539600.0
7564000	1.5	6200.0	1950405.7167151016	-2.3696074520277666	332.9797685015406	1220.0	0.015128219677540296	65.10163134295459	-0.19711392016440143	-0.0030931814930203264	-0.0030287770113354984	0.004335166770033538	0.03863088507205248	0.04296605195850134	0.0007079016068018973	0.7649903893470764	-6.228329300880432	24800.0	-2.411287760419347	332.97810287105784	1220.0	16343.550586223602	1767.2570617198944	428.00790919679315	9797.34798169136	4778.945542812347	518.9247861456973	1240.0	7564000.0
7588400	1.5	6220.0	1957065.2763122763	-2.413186891547125	332.97797985873024	1220.0	0.015090403384708385	65.26728090074343	-0.21555164198162124	-0.0025207637917425973	-0.003290800463511462	0.004809173755347729	0.0353123489767313	0.04012152273207903	0.0008945874142227694	0.7665058821439743	-6.2339266538619995	24880.0	-2.3773858434630295	332.97943285565754	1220.0	16397.185215950012	1773.0629966259003	427.9825372499769	9829.158914804459	4794.963304519653	518.8961009894183	1239.0	7588400.0
7612800	1.5	6240.0	1963724.8639168246	-2.37742081933109	332.97938022741937	1220.0	0.015052707662619062	65.43323064616052	-0.19267696057431039	-0.0045023475507213195	-0.0029680823854928984	0.004402612918056548	0.03824443090707064	0.04264704417437315	0.0009763211273821071	1.0905486792325974	-6.235342502593994	24960.0	-2.3338706191553533	332.9811270051394	1220.0	16456.989877939224	1779.669457435608	427.7648283614176	9858.748302936554	4818.572117567062	518.677781903925	1238.0	7612800.0
7637200	1.5	6260.0	1970384.485079259	-2.3360762448270487	332.98105812171457	1220.0	0.015015221796150719	65.59908282249674	-0.14263587377110465	-0.00143939438856161	-0.002163322167022516	0.004308867151848972	0.04036747943609953	0.04467634670436382	0.000988209285424091	1.7723011374473572	-6.242730379104614	25040.0	-2.372583418368172	332.97962471967077	1220.0	16514.854350090027	1784.5024237632751	427.97364118420046	9894.394587039948	4835.957339286804	518.4669068462954	1237.0	7637200.0
7661600	1.5	6280.0	1977044.0763658534	-2.3734809313114993	332.9795643297291	1220.0	0.014978001780558968	65.7645801256328	-0.07995722208843858	0.00017840031469784634	-0.0011949273792727644	0.004320238949730992	0.036261383444070816	0.040581622160971165	0.0008281507762148976	1.9985891282558441	-6.265443682670593	25120.0	-2.395003061972944	332.9787497206848	1220.0	16562.41045498848	1788.9624836444855	428.27057973802454	9924.20345401764	4849.244517326355	518.6060840273157	1236.0	7661600.0
7686000	1.5	6300.0	1983703.6523606477	-2.394147302303547	332.978799739711	1220.0	0.014940920322409243	65.93028129600177	-0.13498272387707821	-0.001739130111766185	-0.0020427503201325414	0.004395133466459811	0.0351082356646657	0.0395033685490489	0.0006152007990749553	1.2417277991771698	-6.257009983062744	25200.0	-2.4157312315469057	332.97790965771026	1220.0	16611.42795109749	1794.2370655536652	428.3714871104982	9954.109967947006	4863.080917596817	518.7218049204411	1235.0	7686000.0
7710400	1.5	6320.0	1990363.2104870863	-2.416873489660573	332.9779063219291	1220.0	0.01490402354808014	66.09597557827362	-0.11652128196031342	-0.0022208264509605002	-0.0017697352095677465	0.0044375997968018055	0.033024849370121956	0.03746244963258505	0.0007204019202617928	1.2612913101911545	-6.261882185935974	25280.0	-2.438998843223039	332.97698820787	1220.0	16660.041265249252	1800.4013423919678	428.26006726678827	9982.000726938248	4877.639195919037	518.8820213698292	1234.0	7710400.0
7734800	1.5	6340.0	1997022.7525048535	-2.435902024960181	332.97710088836453	1220.0	0.014867307675474097	66.26167385703958	-0.05321349730134983	8.200836969185499e-05	-0.0007899221975539161	0.004483393277041614	0.030933464411646128	0.035416859202086926	0.00046556013148801867	1.1743688993155956	-6.285024166107178	25360.0	-2.454512221838229	332.9764090650066	1220.0	16709.08314704895	1805.9775805473328	428.288816168794	10012.057621955872	4891.047944545746	519.0059189667057	1233.0	7734800.0
7759200	1.5	6360.0	2003682.2809317606	-2.4553343888942587	332.9764213453571	1220.0	0.014830770946734684	66.42737809056189	-0.34882251258023445	-0.00955430398542495	-0.005315004607481633	0.004693706636317074	0.029665439389646053	0.034359145909547806	0.0009966626530513167	0.5646950230002403	-6.279324054718018	25440.0	-2.499348131187352	332.9746290311196	1220.0	16764.512331962585	1811.0470333099365	428.43724416251075	10047.313586711884	4906.151711940765	518.8897586634401	1232.0	7759200.0
7783600	1.5	6380.0	2010341.7710690126	-2.5017478624804332	332.9745068626065	1220.0	0.014794427081731482	66.59301961985567	-0.10138897592415574	-0.0008334050811617255	-0.0015123215060074205	0.004699698183685541	0.027731245383620262	0.03243094403296709	0.0008376478363061324	1.3561663925647736	-6.265887022018433	25520.0	-2.4851152869467903	332.97519943450965	1220.0	16808.672998189926	1815.4872832298279	428.7333803932049	10073.95887184143	4919.226843118668	519.1425056673297	1231.0	7783600.0
7808000	1.5	6400.0	2017001.2753239637	-2.4866560629477092	332.9752127475532	1220.0	0.014758216919781783	66.75886310897144	-0.1793770525628915	-0.00479621166344274	-0.0027180689963264837	0.0047987159341573715	0.028534682001918554	0.03333339840173721	0.0009926561324391514	1.098406821489334	-6.256940126419067	25600.0	-2.527523965882855	332.9735090877635	1220.0	16855.076367139816	1819.9036202430725	429.033708881635	10102.356530666351	4932.8162162303925	519.3156162180824	1230.0	7808000.0
7832400	1.5	6420.0	2023660.7463552684	-2.5274305467742315	332.973551565239	1220.0	0.014722240009270209	66.92444623714368	-0.18580034644144483	-0.005589310507228995	-0.002817684452491198	0.004743004101328552	0.026793701108545065	0.03153670486062765	0.0007629567098774714	0.6445476338267326	-6.246618270874023	25680.0	-2.5640294125449663	332.97204502959283	1220.0	16907.6891040802	1824.986988067627	429.1756626875063	10137.227621793747	4945.474494218826	519.2968700008151	1229.0	7832400.0
7856800	1.5	6440.0	2030320.186850916	-2.563413465118637	332.97202478237546	1220.0	0.014686421567856354	67.0901059103917	-0.06529777906590795	9.12816039767006e-05	-0.00095765006869164	0.004843141767196357	0.026056908536702394	0.030900049954652786	0.000702662167896051	1.5330616384744644	-6.227341055870056	25760.0	-2.5657320793873413	332.97198432895203	1220.0	16960.832356214523	1831.5147490501404	428.97825442436056	10168.599186897278	4960.718420267105	519.3096082720523	1228.0	7856800.0
7881200	1.5	6460.0	2036979.6259777974	-2.566496792790805	332.9719563440809	1220.0	0.0146507613482562	67.25583846664901	-0.10267927529870491	-0.0006449307032028728	-0.0015137782451191129	0.004871996934525669	0.025884460657835007	0.030756457708775997	0.0007597506773890927	1.496665894985199	-6.232827663421631	25840.0	-2.595745611938058	332.9707730050068	1220.0	17007.539218187332	1840.1839230060577	428.2832765501808	10194.011912822723	4973.343382358551	519.6159677556896	1227.0	7881200.0
7905600	1.5	6480.0	2043639.0402865603	-2.5968110095484964	332.97071543814656	1220.0	0.014615286537791438	67.42151177907137	-0.07518327731700225	-0.0004072158366487666	-0.001104776691849274	0.0049432385712862015	0.02469367254525423	0.029636911116540432	0.0009453909733565524	2.0492261052131653	-6.270763158798218	25920.0	-2.58888746269357	332.9710064785995	1220.0	17050.666073083878	1844.0693681240082	428.704046423289	10221.651098966599	4984.945605993271	519.879638645343	1226.0	7905600.0
7930000	1.5	6500.0	2050298.4573874776	-2.5914717928075444	332.9708550458663	1220.0	0.01457996545139802	67.58726814775227	-0.07404612752807438	-0.0031337302801443534	-0.001125279699188908	0.005092037725262344	0.025166673120111227	0.030258710496127605	0.0007698722329223529	1.7476170659065247	-6.274746537208557	26000.0	-2.560564553453261	332.97215356910635	1220.0	17091.197545051575	1848.738031387329	428.9412488609418	10246.091125249863	4996.368388414383	520.2572454196829	1225.0	7930000.0
7954400	1.5	6520.0	2056957.9032928927	-2.5580737237667712	332.97229527075797	1220.0	0.014544776204944395	67.75320636834941	-0.10350637539366403	-0.0010187940056183842	-0.001520295263672533	0.005063442164100707	0.025301549583673477	0.03036499209702015	0.0008338152256328613	1.6127637922763824	-6.286409378051758	26080.0	-2.577727912628669	332.97146799033465	1220.0	17127.538216114044	1852.646092414856	429.3534546380487	10267.693244218826	5007.198879480362	520.7499951936583	1224.0	7954400.0
7978800	1.5	6540.0	2063617.33296815	-2.5773728469540313	332.97148376286964	1220.0	0.014509837903285522	67.91875751234726	-0.06740296469665452	-0.0004393461605847193	-0.0009843809278430454	0.005120112560689449	0.024847504682838917	0.02996761677786708	0.000873004988534376	2.664403021335602	-6.3453956842422485	26160.0	-2.600054552476543	332.97056595027084	1220.0	17163.486653089523	1856.4008972644806	429.7994044151372	10288.951028347015	5018.134727478027	521.2487946612374	1223.0	7978800.0
8003200	1.5	6560.0	2070276.7446604865	-2.5994932759296208	332.970584616819	1220.0	0.014475037887102596	68.08444784735313	-0.06646621957238352	-0.0003044651237318341	-0.0009665082360038046	0.004916173056699336	0.024672419764101505	0.02958859270438552	0.000842881461721845	2.614132285118103	-6.393637180328369	26240.0	-2.5829127949270303	332.9712701538826	1220.0	17200.70852303505	1860.3740482330322	430.19305755212895	10309.821858406067	5030.51261639595	521.7096154680349	1222.0	8003200.0
8027600	1.5	6580.0	2076936.1704758143	-2.582133481660196	332.97129076638583	1220.0	0.014440372862628352	68.25028941517137	-0.060329581993158854	1.1184821160581393e-05	-0.0008710201568205012	0.004871962359175086	0.025099974125623703	0.029971936251968145	0.0008000978268682957	2.7013853788375854	-6.407914042472839	26320.0	-2.582342445280213	332.97129434546173	1220.0	17238.037835121155	1864.2005562782288	430.6189037957724	10332.174765348434	5041.662513494492	522.1598130902149	1221.0	8027600.0
8052000	1.5	6600.0	2083595.5953238013	-2.5828850068123286	332.97124239935204	1220.0	0.014405910617719104	68.41595200306266	-0.09411068238562592	0.00021465290130734394	-0.0013526578476856788	0.00484213640447706	0.024382257368415594	0.02922439342364669	0.0008066781592788175	1.7729836404323578	-6.422731280326843	26400.0	-2.586058650548751	332.9711393489823	1220.0	17273.461149930954	1867.7907915115356	431.09753172537097	10353.361661434174	5052.308696985245	522.6646950549261	1220.0	8052000.0
8076400	1.5	6620.0	2090255.0188250567	-2.5844003600348797	332.97117506277783	1220.0	0.014371598088717349	68.58168422376534	-0.037682742734027386	-9.111740706668758e-05	-0.0005428707415444656	0.0048218644224107265	0.02465124847367406	0.029473112896084785	0.00044513208558782935	1.157558262348175	-6.428522229194641	26480.0	-2.584156631558824	332.9712196372198	1220.0	17309.03539299965	1871.3852140903473	431.57335748887056	10374.623831272125	5063.0263476371765	523.1625219124257	1219.0	8076400.0
8100800	1.5	6640.0	2096914.4441772285	-2.5826539448958283	332.97126760859277	1220.0	0.014337445069817734	68.74743373944187	-0.11966864174262426	0.00012523924739965553	-0.001713946979015224	0.004796169116161764	0.02483336441218853	0.029629533644765615	0.0005155263133929111	1.0452489703893661	-6.440611362457275	26560.0	-2.5912350840258647	332.97094043944526	1220.0	17344.173602104187	1874.9764349460602	432.0480966595746	10395.778010129929	5073.419157028198	523.6729425880226	1218.0	8100800.0
8125200	1.5	6660.0	2103573.864562209	-2.588623798585739	332.97101924903404	1220.0	0.01430346128967639	68.91314757650696	-0.08143460186412099	-1.8029785094797468e-05	-0.0011650545942532495	0.0049096038565039635	0.02495086705312133	0.029860470909625292	0.0005367625126382336	1.1588966399431229	-6.457096338272095	26640.0	-2.5868828234700434	332.97114884569044	1220.0	17379.400933027267	1878.5389230251312	432.52763626081656	10417.01609325409	5083.845916748047	524.17730025318	1217.0	8125200.0
8149600	1.5	6680.0	2110233.2891941564	-2.585900604629898	332.9712315973626	1220.0	0.014269627310357445	69.07891504455492	-0.06122085367314156	-0.0016533772103664024	-0.0008971918595120365	0.004753402899950743	0.02411509957164526	0.028868502005934715	0.0007842936902306974	2.5527252554893494	-6.462682485580444	26720.0	-2.5991584936812764	332.9706139816201	1220.0	17414.672882080078	1882.2546591758728	432.9701063706345	10438.116009235382	5094.302213668823	524.683271017165	1216.0	8149600.0
8174000	1.5	6700.0	2116892.6987536633	-2.600946964016596	332.970477975348	1220.0	0.01423597148948776	69.24459136760902	-0.16264423142935414	-0.0022829091401205814	-0.0023478981073016825	0.004767598584294319	0.02395424386486411	0.02872184244915843	0.0006186261962284334	0.9761301726102829	-6.481706261634827	26800.0	-2.585144117776126	332.9711803948323	1220.0	17449.530109882355	1885.739362001419	433.4639327528578	10459.092450380325	5104.69829750061	525.1933884495921	1215.0	8174000.0
8198400	1.5	6720.0	2123552.123602729	-2.583748959252813	332.9712424532636	1220.0	0.01420243896241131	69.41044166052298	-0.08384275505349947	-0.00011288021405353454	-0.0011923748125866052	0.0047324905171990395	0.0245503643527627	0.029282855335623026	0.0005219145677983761	1.3800112009048462	-6.492555499076843	26880.0	-2.592713577701897	332.9708729535984	1220.0	17484.281013965607	1889.2969450950623	433.9391973974471	10479.764305114746	5115.219763755798	525.7074943965468	1214.0	8198400.0
8222800	1.5	6740.0	2130211.5405420363	-2.593228932444919	332.970846965384	1220.0	0.01416910641379882	69.57608086182015	-0.04391665072531481	-0.00013108413397266983	-0.0006241170352211944	0.004718865850009024	0.024295353796333075	0.029014219529926777	0.0006169279295136221	2.131334960460663	-6.480371594429016	26960.0	-2.5891235125839565	332.9710172348609	1220.0	17519.043235063553	1892.8261938095093	434.4191784165223	10500.64420223236	5125.572839021683	526.2182125265105	1213.0	8222800.0
8247200	1.5	6760.0	2136870.96082202	-2.5891324347226825	332.97101399918853	1220.0	0.01413590570830529	69.7418414238904	-0.16961835463271768	-0.00011682842759075385	-0.0023993605871061863	0.0046981306513771415	0.02417211700230837	0.028870247770100832	0.000827059629955329	1.1462875008583069	-6.451303720474243	27040.0	-2.579112902124038	332.97142426708666	1220.0	17554.015421152115	1896.5648880004883	434.84934537066454	10521.36005115509	5136.090481996536	526.7268756518276	1212.0	8247200.0
8271600	1.5	6780.0	2143530.3911092025	-2.577538112736768	332.97151435911337	1220.0	0.014102853557332993	69.90763553167825	-0.09963976879588898	-0.0013841765658303973	-0.0014247259139022472	0.004664747277274728	0.024278188589960337	0.028942936100065708	0.0008919647225411609	2.019793152809143	-6.472396492958069	27120.0	-2.600009606081967	332.9705871340708	1220.0	17588.89241695404	1900.1085758209229	435.32249184372733	10542.283586263657	5146.500254869461	527.2301590588163	1211.0	8271600.0
8296000	1.5	6800.0	2150189.8017818285	-2.6003948739989573	332.9705336312894	1220.0	0.014069986870080018	70.0732717261102	-0.19650005937233317	0.0012778758973581716	-0.002746773521596968	0.004722624667920172	0.023653005249798298	0.02837562980130315	0.0008325786329805851	0.90777188539505	-6.487508296966553	27200.0	-2.6109561674516937	332.9701382717806	1220.0	17623.90408706665	1903.753175497055	435.77077673601144	10562.963218212128	5157.187693357468	527.7303027602854	1210.0	8296000.0
8320400	1.5	6820.0	2156849.2044895613	-2.61042097591059	332.9701353866478	1220.0	0.014037257459351743	70.23898688157146	-0.03528594518171957	-0.00011169910996434995	-0.0004968858399283793	0.004676333977840841	0.023838193621486425	0.028514527715742588	0.000780766480602324	3.652881383895874	-6.464433908462524	27280.0	-2.605360520645467	332.97036004312224	1220.0	17658.81096315384	1907.3663806915283	436.22452845076276	10583.921066045761	5167.52351641655	528.2309159925528	1209.0	8320400.0
8344800	1.5	6840.0	2163508.612747897	-2.6037728445121853	332.97041291679045	1220.0	0.014004667867197222	70.40476371755125	-0.08817099763111003	-0.000338599947657503	-0.001239547566699084	0.004727369290776551	0.024530821945518255	0.02925819158554077	0.0008134047966450453	1.858006477355957	-6.448055624961853	27360.0	-2.6290507151707363	332.96941739052215	1220.0	17693.71734905243	1911.0745797157288	436.65485840125007	10604.522274255753	5178.120495080948	528.7327427959461	1208.0	8344800.0
8369200	1.5	6860.0	2170168.000323765	-2.630259617219431	332.9693787934129	1220.0	0.013972252988065408	70.57041894776481	-0.1295563235805659	-0.0002902062383211279	-0.0018142484644084744	0.004682957078330219	0.023135037161409855	0.027817994356155396	0.0005366549521568231	1.1536220908164978	-6.451148867607117	27440.0	-2.6316777064107564	332.9693289664923	1220.0	17728.397110939026	1914.5732805728912	437.1313485319148	10625.328808307648	5188.495022058487	529.2331626920767	1207.0	8369200.0
8393600	1.5	6880.0	2176827.387185531	-2.631859190510727	332.96934308832124	1220.0	0.013939972725513314	70.73615183405438	-0.11001705122775718	-0.001239662132155317	-0.0015509155523159707	0.004716772004030645	0.023651281371712685	0.028368053026497364	0.0008572411024942994	1.665009617805481	-6.473142147064209	27520.0	-2.6492230890890727	332.9686084139481	1220.0	17763.304913043976	1918.2750766277313	437.5597693087735	10646.025057077408	5199.004779338837	529.7307790932141	1206.0	8393600.0
8418000	1.5	6900.0	2183486.7588283913	-2.6487809271600944	332.9685821430087	1220.0	0.013907848361799147	70.90184807786027	-0.0638971717264809	0.001988763904683777	-0.0008610126925106543	0.004691802314482629	0.023419686127454042	0.028111488558351994	0.000879337327205576	3.305239677429199	-6.513280391693115	27600.0	-2.6653125722243876	332.9679540774813	1220.0	17798.269371032715	1921.8739626407623	438.009992519655	10667.065377950668	5209.330030441284	530.221110237051	1205.0	8418000.0
8442400	1.5	6920.0	2190146.1166639524	-2.666792196441111	332.96789177804703	1220.0	0.013875871104447754	71.06754750550121	-0.0643875998704404	-0.00016387780982529687	-0.0008957079826404368	0.004797040019184351	0.022857142612338066	0.027654183097183704	0.0007868424581829458	1.8782213628292084	-6.507955431938171	27680.0	-2.6564215264943902	332.9683084044271	1220.0	17833.850476026535	1925.601533651352	438.42923120191983	10688.255029201508	5219.9939131736755	530.6932290650656	1204.0	8442400.0
8466800	1.5	6940.0	2196805.483208568	-2.6562363980583443	332.9683272307673	1220.0	0.013844021379483238	71.23334698702462	-0.17368792066686467	-0.00026071852754627756	-0.0024081487881865704	0.004864285700023174	0.0229409234598279	0.027805208694189787	0.0009642129734857008	1.2937771677970886	-6.491849303245544	27760.0	-2.663183427567899	332.9680112351401	1220.0	17869.005243062973	1929.20072555542	438.87605306401673	10709.115178108215	5230.689339399338	531.173389905783	1203.0	8466800.0
8491200	1.5	6960.0	2203464.8437586394	-2.662379895458873	332.96802750357296	1220.0	0.013812341187702972	71.39902246914468	-0.06672533954936455	-9.49615099432588e-06	-0.0009217642703951423	0.00467922433745116	0.023941403720527887	0.02862062817439437	0.0009582723141647875	3.040586829185486	-6.497550845146179	27840.0	-2.664571369563487	332.9679512307745	1220.0	17904.028061151505	1933.0797145366669	439.2576227532979	10729.717663049698	5241.23068356514	531.665359859471	1202.0	8491200.0
8515600	1.5	6980.0	2210124.200872837	-2.6663884645552374	332.96785570988703	1220.0	0.013780796188465347	71.56474780731531	-0.07804094411371665	0.0004719783395641386	-0.0010689621129139626	0.004650324932299554	0.023856130428612232	0.028506455942988396	0.0009187650721287355	2.378983438014984	-6.487695813179016	27920.0	-2.676374731484043	332.96746661920105	1220.0	17938.794319152832	1936.6095004081726	439.71693819560403	10750.525077104568	5251.659741640091	532.1523339753572	1201.0	8515600.0
8540000	1.5	7000.0	2216783.549303061	-2.677002108172166	332.9674215111788	1220.0	0.013749397468928719	71.73045980813549	-0.10351846185619706	0.0001040155590227021	-0.0014218863002971593	0.004636390134692192	0.022887447848916054	0.027523837983608246	0.0006378837279044092	1.6897434890270233	-6.486206293106079	28000.0	-2.677419040819966	332.96741695330724	1220.0	17973.565268039703	1940.2657716274261	440.1458874799894	10771.05973124504	5262.239765167236	532.6414567326563	1200.0	8540000.0
8564400	1.5	7020.0	2223442.895152338	-2.6801744166111736	332.9672924638434	1220.0	0.01371813864520177	71.89618700200064	-0.05229461237544086	-0.00037820828597745493	-0.0007225730491735582	0.004749971441924572	0.02370747411623597	0.028457445092499256	0.0005715647057513706	2.4861904978752136	-6.491026401519775	28080.0	-2.6695576336691524	332.9677858399957	1220.0	18008.80172586441	1943.8473315238953	440.59015649577105	10792.061077356339	5272.893316984177	533.1107571034955	1199.0	8564400.0
8588800	1.5	7040.0	2230102.2536168885	-2.667395615758461	332.9679232275249	1220.0	0.013687002638602723	72.06201557816664	-0.03762892769802306	-0.001343120707019585	-0.0005334105311175508	0.004702504258602858	0.023303705733269453	0.028006210457533598	0.00035786989610642195	1.2177257537841797	-6.474609136581421	28160.0	-2.679866980436537	332.9673631087121	1220.0	18043.77326607704	1947.4835875034332	441.0204047475629	10812.78267621994	5283.507002353668	533.5888065827296	1198.0	8588800.0
8613200	1.5	7060.0	2236761.6004708055	-2.6805241752917732	332.96734269584937	1220.0	0.013656042525005746	72.22765714656262	-0.09084096964082278	-5.66965230119898e-06	-0.0012406055806473137	0.004522569477558136	0.022612960543483496	0.02713553002104163	0.0005359589013096411	1.4125890731811523	-6.460436105728149	28240.0	-2.6806943727507235	332.9673249919206	1220.0	18078.612337112427	1951.0352973937988	441.46817904860814	10833.563103199005	5294.013936519623	534.0665853765639	1197.0	8613200.0
8637600	1.5	7080.0	2243420.9462921214	-2.680967015711974	332.96729106580176	1220.0	0.01362520554481863	72.39338821059314	-0.08955112450679792	-0.0017120789050708574	-0.0012434799164048882	0.004519594833254814	0.023360269609838724	0.02787986444309354	0.0008404347172472626	2.172529250383377	-6.468530893325806	28320.0	-2.6612237263985525	332.9681250580458	1220.0	18113.51231622696	1954.6227176189423	441.9062524005678	10854.258703231812	5304.630895376205	534.541680434779	1196.0	8637600.0
8662000	1.5	7100.0	2250080.3091653464	-2.6605152372732697	332.96814366126176	1220.0	0.01359448332691328	72.55925017174278	-0.1387308008956616	0.00028760787422366096	-0.0018820636260927226	0.004457407747395337	0.023527002427726984	0.02798440959304571	0.0008149257628247142	1.3201111555099487	-6.482820749282837	28400.0	-2.6648281786997643	332.967947277584	1220.0	18148.391431093216	1958.242318868637	442.33545136561133	10875.102951288223	5315.046160936356	535.016690702351	1195.0	8662000.0
8686400	1.5	7120.0	2256739.668524683	-2.6641442633005266	332.96796796681724	1220.0	0.01356394019018802	72.72489011145797	-0.06493622447257508	0.0001890390216979787	-0.0008782269584345359	0.004411320085637271	0.022623575292527676	0.02703489502891898	0.000728551676729694	2.2226149141788483	-6.493122458457947	28480.0	-2.669286245520495	332.967784946003	1220.0	18183.39987206459	1961.89297580719	442.7560579050505	10895.75687122345	5325.750025033951	535.4866262149858	1194.0	8686400.0
